Order ID,Order Date,Ship Mode,Segment,Region,Category,Sub-Category,Sales,Year,Month
CA-2017-118759,2017-11-14,First Class,Consumer,East,Furniture,Chairs,408.01,2017,11
CA-2017-118759,2017-11-14,First Class,Consumer,East,Office Supplies,Storage,40.44,2017,11
CA-2015-140403,2015-10-10,Same Day,Home Office,West,Furniture,Chairs,122.35,2015,10
CA-2015-140403,2015-10-10,Same Day,Home Office,West,Office Supplies,Envelopes,15.28,2015,10
CA-2016-163104,2016-03-19,Standard Class,Corporate,West,Office Supplies,Paper,11.96,2016,3
CA-2018-138464,2018-07-08,Standard Class,Home Office,West,Furniture,Furnishings,15.84,2018,7
CA-2018-138464,2018-07-08,Standard Class,Home Office,West,Office Supplies,Binders,86.38,2018,7
CA-2018-138464,2018-07-08,Standard Class,Home Office,West,Office Supplies,Art,18.24,2018,7
CA-2018-138464,2018-07-08,Standard Class,Home Office,West,Office Supplies,Art,13.12,2018,7
CA-2016-104129,2016-02-27,Standard Class,Corporate,East,Technology,Phones,105.98,2016,2
CA-2016-104129,2016-02-27,Standard Class,Corporate,East,Furniture,Tables,493.92,2016,2
US-2018-132206,2018-06-16,Standard Class,Corporate,Central,Office Supplies,Binders,5.94,2018,6
CA-2018-113474,2018-03-30,First Class,Consumer,Central,Office Supplies,Envelopes,325.86,2018,3
CA-2016-126557,2016-07-12,Second Class,Consumer,Central,Furniture,Chairs,383.61,2016,7
CA-2016-126557,2016-07-12,Second Class,Consumer,Central,Technology,Phones,148.48,2016,7
CA-2016-126557,2016-07-12,Second Class,Consumer,Central,Technology,Phones,537.54,2016,7
CA-2016-126557,2016-07-12,Second Class,Consumer,Central,Office Supplies,Binders,1.93,2016,7
CA-2016-126557,2016-07-12,Second Class,Consumer,Central,Office Supplies,Art,6.91,2016,7
CA-2016-126557,2016-07-12,Second Class,Consumer,Central,Furniture,Furnishings,7.76,2016,7
CA-2016-126557,2016-07-12,Second Class,Consumer,Central,Technology,Phones,659.17,2016,7
US-2018-107636,2018-04-30,First Class,Consumer,East,Office Supplies,Labels,5.76,2018,4
US-2015-165862,2015-07-13,Standard Class,Corporate,West,Furniture,Tables,351.22,2015,7
US-2015-106334,2015-12-27,Standard Class,Consumer,West,Furniture,Chairs,230.28,2015,12
US-2015-106334,2015-12-27,Standard Class,Consumer,West,Office Supplies,Paper,12.84,2015,12
CA-2017-101448,2017-02-27,Second Class,Consumer,Central,Office Supplies,Binders,56.82,2017,2
CA-2016-130218,2016-03-23,First Class,Consumer,South,Office Supplies,Fasteners,31.56,2016,3
CA-2016-130218,2016-03-23,First Class,Consumer,South,Office Supplies,Storage,27.92,2016,3
US-2018-117331,2018-10-21,Standard Class,Consumer,West,Office Supplies,Binders,8.56,2018,10
CA-2015-127383,2015-12-31,Standard Class,Corporate,Central,Office Supplies,Envelopes,49.57,2015,12
CA-2015-110219,2015-05-05,First Class,Consumer,Central,Furniture,Chairs,127.87,2015,5
CA-2016-118871,2016-12-04,Second Class,Corporate,West,Office Supplies,Envelopes,271.44,2016,12
CA-2016-118871,2016-12-04,Second Class,Corporate,West,Technology,Phones,110.35,2016,12
CA-2016-118871,2016-12-04,Second Class,Corporate,West,Furniture,Furnishings,36.4,2016,12
CA-2018-129490,2018-09-26,Standard Class,Home Office,South,Furniture,Chairs,419.14,2018,9
CA-2015-101175,2015-12-09,Standard Class,Corporate,West,Office Supplies,Storage,100.7,2015,12
US-2018-149510,2018-12-03,Standard Class,Consumer,South,Office Supplies,Appliances,45.22,2018,12
US-2018-149510,2018-12-03,Standard Class,Consumer,South,Office Supplies,Binders,28.78,2018,12
US-2018-149510,2018-12-03,Standard Class,Consumer,South,Office Supplies,Paper,24.45,2018,12
CA-2016-111990,2016-11-08,Standard Class,Consumer,Central,Office Supplies,Binders,10.48,2016,11
CA-2015-169460,2015-04-19,Second Class,Home Office,West,Furniture,Furnishings,76.14,2015,4
US-2016-152128,2016-05-25,Second Class,Home Office,Central,Office Supplies,Art,21.24,2016,5
US-2016-152128,2016-05-25,Second Class,Home Office,Central,Office Supplies,Binders,127.96,2016,5
CA-2018-126662,2018-07-17,Standard Class,Home Office,West,Technology,Copiers,479.98,2018,7
CA-2017-139395,2017-12-12,Standard Class,Home Office,Central,Technology,Phones,657.93,2017,12
CA-2017-139395,2017-12-12,Standard Class,Home Office,Central,Furniture,Furnishings,33.48,2017,12
CA-2017-139395,2017-12-12,Standard Class,Home Office,Central,Office Supplies,Art,13.9,2017,12
CA-2017-139395,2017-12-12,Standard Class,Home Office,Central,Office Supplies,Storage,26.86,2017,12
US-2015-121734,2015-04-11,Standard Class,Consumer,West,Office Supplies,Binders,9.58,2015,4
CA-2016-110947,2016-06-09,Standard Class,Home Office,South,Office Supplies,Binders,113.1,2016,6
US-2015-150126,2015-07-27,Standard Class,Corporate,East,Office Supplies,Paper,65.78,2015,7
CA-2016-164427,2016-07-31,Standard Class,Corporate,South,Technology,Accessories,239.7,2016,7
CA-2017-120250,2017-09-19,First Class,Home Office,East,Furniture,Furnishings,25.63,2017,9
CA-2017-121993,2017-06-10,First Class,Consumer,East,Office Supplies,Labels,23.62,2017,6
US-2017-100405,2017-08-26,Second Class,Corporate,West,Office Supplies,Art,8.26,2017,8
US-2018-163790,2018-11-02,Second Class,Home Office,West,Office Supplies,Envelopes,76.58,2018,11
US-2018-163790,2018-11-02,Second Class,Home Office,West,Office Supplies,Art,8.8,2018,11
US-2018-163790,2018-11-02,Second Class,Home Office,West,Office Supplies,Binders,590.35,2018,11
US-2018-163790,2018-11-02,Second Class,Home Office,West,Office Supplies,Fasteners,5.58,2018,11
US-2018-163790,2018-11-02,Second Class,Home Office,West,Furniture,Furnishings,25.02,2018,11
US-2018-163790,2018-11-02,Second Class,Home Office,West,Office Supplies,Storage,452.55,2018,11
CA-2017-129868,2017-12-26,Standard Class,Corporate,West,Office Supplies,Supplies,17.76,2017,12
CA-2017-129868,2017-12-26,Standard Class,Corporate,West,Technology,Phones,302.38,2017,12
CA-2017-129868,2017-12-26,Standard Class,Corporate,West,Furniture,Chairs,146.35,2017,12
CA-2017-129868,2017-12-26,Standard Class,Corporate,West,Office Supplies,Appliances,7.9,2017,12
CA-2017-129868,2017-12-26,Standard Class,Corporate,West,Furniture,Tables,902.71,2017,12
CA-2017-129868,2017-12-26,Standard Class,Corporate,West,Office Supplies,Art,53.97,2017,12
CA-2017-140564,2017-12-05,Second Class,Home Office,East,Office Supplies,Art,33.92,2017,12
US-2018-169502,2018-08-28,Standard Class,Home Office,Central,Office Supplies,Supplies,21.81,2018,8
US-2018-169502,2018-08-28,Standard Class,Home Office,Central,Office Supplies,Appliances,91.6,2018,8
CA-2016-146948,2016-07-16,Standard Class,Home Office,East,Furniture,Chairs,150.98,2016,7
CA-2016-146948,2016-07-16,Standard Class,Home Office,East,Office Supplies,Envelopes,137.25,2016,7
CA-2016-146948,2016-07-16,Standard Class,Home Office,East,Office Supplies,Fasteners,11.52,2016,7
US-2016-113327,2016-05-26,Second Class,Home Office,South,Office Supplies,Paper,18.27,2016,5
US-2016-113327,2016-05-26,Second Class,Home Office,South,Office Supplies,Paper,153.73,2016,5
US-2016-113327,2016-05-26,Second Class,Home Office,South,Office Supplies,Envelopes,12.22,2016,5
US-2016-113327,2016-05-26,Second Class,Home Office,South,Technology,Accessories,167.94,2016,5
CA-2016-135020,2016-05-28,Standard Class,Consumer,East,Technology,Phones,45.99,2016,5
CA-2016-135020,2016-05-28,Standard Class,Consumer,East,Office Supplies,Storage,535.41,2016,5
CA-2016-135020,2016-05-28,Standard Class,Consumer,East,Office Supplies,Binders,6.1,2016,5
CA-2016-135020,2016-05-28,Standard Class,Consumer,East,Office Supplies,Paper,45.36,2016,5
US-2018-141852,2018-11-09,Standard Class,Consumer,West,Furniture,Furnishings,47.12,2018,11
CA-2017-109407,2017-01-24,Second Class,Corporate,South,Office Supplies,Binders,31.36,2017,1
US-2017-165953,2017-12-31,Standard Class,Consumer,South,Office Supplies,Art,47.62,2017,12
US-2017-165953,2017-12-31,Standard Class,Consumer,South,Office Supplies,Paper,23.48,2017,12
CA-2017-144540,2017-09-05,Standard Class,Home Office,Central,Office Supplies,Appliances,62.79,2017,9
CA-2017-144540,2017-09-05,Standard Class,Home Office,Central,Office Supplies,Fasteners,28.44,2017,9
CA-2016-159863,2016-09-04,Second Class,Corporate,Central,Technology,Accessories,134.38,2016,9
CA-2016-117800,2016-09-21,Standard Class,Home Office,East,Technology,Phones,589.9,2016,9
CA-2016-117800,2016-09-21,Standard Class,Home Office,East,Furniture,Chairs,542.94,2016,9
CA-2018-145219,2018-12-24,First Class,Home Office,West,Technology,Copiers,2879.95,2018,12
CA-2018-145219,2018-12-24,First Class,Home Office,West,Office Supplies,Binders,90.48,2018,12
CA-2016-161214,2016-10-05,Second Class,Corporate,East,Office Supplies,Storage,77.55,2016,10
CA-2018-147228,2018-09-09,Standard Class,Consumer,South,Office Supplies,Supplies,8.83,2018,9
CA-2018-147228,2018-09-09,Standard Class,Consumer,South,Office Supplies,Paper,177.54,2018,9
CA-2018-147228,2018-09-09,Standard Class,Consumer,South,Office Supplies,Storage,258.48,2018,9
CA-2018-147228,2018-09-09,Standard Class,Consumer,South,Furniture,Furnishings,14.14,2018,9
CA-2017-101336,2017-11-13,Standard Class,Corporate,East,Office Supplies,Storage,77.55,2017,11
CA-2017-101336,2017-11-13,Standard Class,Corporate,East,Office Supplies,Storage,24.88,2017,11
CA-2017-101336,2017-11-13,Standard Class,Corporate,East,Office Supplies,Art,140.75,2017,11
CA-2017-101336,2017-11-13,Standard Class,Corporate,East,Office Supplies,Storage,36.63,2017,11
US-2016-126235,2016-10-15,Same Day,Consumer,Central,Furniture,Furnishings,17.14,2016,10
CA-2018-168396,2018-08-03,Second Class,Consumer,West,Office Supplies,Labels,51.75,2018,8
CA-2018-168396,2018-08-03,Second Class,Consumer,West,Furniture,Furnishings,123.96,2018,8
CA-2016-130456,2016-08-21,Standard Class,Corporate,West,Furniture,Bookcases,586.4,2016,8
CA-2016-130456,2016-08-21,Standard Class,Corporate,West,Office Supplies,Storage,80.98,2016,8
CA-2018-116288,2018-03-12,Standard Class,Corporate,West,Office Supplies,Storage,242.94,2018,3
CA-2018-168228,2018-04-27,First Class,Consumer,West,Office Supplies,Art,123.92,2018,4
CA-2018-168228,2018-04-27,First Class,Consumer,West,Office Supplies,Art,12.39,2018,4
CA-2018-168228,2018-04-27,First Class,Consumer,West,Office Supplies,Art,47.3,2018,4
CA-2017-102162,2017-09-11,Standard Class,Consumer,South,Technology,Copiers,1599.92,2017,9
CA-2017-102162,2017-09-11,Standard Class,Consumer,South,Office Supplies,Envelopes,11.09,2017,9
CA-2018-130141,2018-10-22,Second Class,Consumer,West,Office Supplies,Binders,3.17,2018,10
CA-2018-130141,2018-10-22,Second Class,Consumer,West,Furniture,Chairs,579.14,2018,10
CA-2016-147501,2016-08-02,Standard Class,Consumer,West,Office Supplies,Binders,6.37,2016,8
CA-2016-147501,2016-08-02,Standard Class,Consumer,West,Technology,Machines,558.4,2016,8
CA-2017-143910,2017-08-12,Standard Class,Home Office,East,Furniture,Chairs,145.76,2017,8
CA-2015-146885,2015-05-30,Standard Class,Corporate,South,Office Supplies,Paper,13.62,2015,5
CA-2017-139556,2017-04-26,Standard Class,Home Office,East,Furniture,Chairs,434.65,2017,4
CA-2018-129357,2018-05-14,Standard Class,Corporate,West,Office Supplies,Paper,440.19,2018,5
CA-2018-129357,2018-05-14,Standard Class,Corporate,West,Office Supplies,Supplies,64.4,2018,5
CA-2018-150987,2018-04-08,Standard Class,Home Office,West,Office Supplies,Paper,244.55,2018,4
CA-2018-150987,2018-04-08,Standard Class,Home Office,West,Office Supplies,Paper,195.76,2018,4
CA-2018-132647,2018-02-17,Standard Class,Home Office,East,Office Supplies,Paper,11.76,2018,2
CA-2018-132647,2018-02-17,Standard Class,Home Office,East,Office Supplies,Storage,166.45,2018,2
CA-2018-159107,2018-06-24,Second Class,Consumer,West,Office Supplies,Fasteners,2.88,2018,6
CA-2015-160738,2015-05-05,Standard Class,Corporate,Central,Office Supplies,Storage,45.25,2015,5
CA-2016-112130,2016-05-03,Standard Class,Consumer,East,Office Supplies,Art,59.9,2016,5
CA-2016-112130,2016-05-03,Standard Class,Consumer,East,Office Supplies,Appliances,23.7,2016,5
CA-2016-112130,2016-05-03,Standard Class,Consumer,East,Office Supplies,Paper,7.97,2016,5
CA-2016-112130,2016-05-03,Standard Class,Consumer,East,Office Supplies,Appliances,18.2,2016,5
CA-2016-112130,2016-05-03,Standard Class,Consumer,East,Technology,Accessories,27.55,2016,5
CA-2016-112130,2016-05-03,Standard Class,Consumer,East,Furniture,Chairs,844.12,2016,5
CA-2016-112130,2016-05-03,Standard Class,Consumer,East,Office Supplies,Storage,76.75,2016,5
CA-2017-111409,2017-09-18,Standard Class,Consumer,South,Office Supplies,Labels,3.0,2017,9
CA-2017-116232,2017-09-22,Standard Class,Consumer,South,Office Supplies,Binders,7.51,2017,9
CA-2017-116232,2017-09-22,Standard Class,Consumer,South,Office Supplies,Labels,16.56,2017,9
CA-2017-116547,2017-01-10,Standard Class,Corporate,West,Furniture,Furnishings,79.92,2017,1
CA-2017-116547,2017-01-10,Standard Class,Corporate,West,Technology,Accessories,69.98,2017,1
US-2018-133200,2018-05-06,Standard Class,Corporate,Central,Office Supplies,Binders,11.06,2018,5
US-2018-133200,2018-05-06,Standard Class,Corporate,Central,Furniture,Bookcases,623.46,2018,5
US-2018-133200,2018-05-06,Standard Class,Corporate,Central,Office Supplies,Storage,772.68,2018,5
CA-2017-133550,2017-07-31,Standard Class,Consumer,Central,Office Supplies,Appliances,283.14,2017,7
CA-2017-133550,2017-07-31,Standard Class,Consumer,Central,Technology,Phones,635.96,2017,7
CA-2017-133550,2017-07-31,Standard Class,Consumer,Central,Technology,Phones,118.99,2017,7
CA-2017-133550,2017-07-31,Standard Class,Consumer,Central,Furniture,Furnishings,272.94,2017,7
CA-2018-139416,2018-03-27,Second Class,Consumer,East,Furniture,Furnishings,15.01,2018,3
CA-2015-114510,2015-03-14,Standard Class,Consumer,West,Office Supplies,Binders,33.09,2015,3
CA-2015-114510,2015-03-14,Standard Class,Consumer,West,Office Supplies,Storage,80.98,2015,3
CA-2015-114510,2015-03-14,Standard Class,Consumer,West,Technology,Accessories,82.8,2015,3
CA-2015-114510,2015-03-14,Standard Class,Consumer,West,Office Supplies,Storage,21.36,2015,3
CA-2015-114510,2015-03-14,Standard Class,Consumer,West,Office Supplies,Binders,62.05,2015,3
CA-2017-169215,2017-07-14,Second Class,Consumer,East,Office Supplies,Fasteners,29.61,2017,7
CA-2017-127698,2017-12-01,Same Day,Consumer,South,Technology,Phones,863.93,2017,12
CA-2017-159912,2017-08-29,Standard Class,Corporate,East,Furniture,Tables,241.92,2017,8
CA-2017-159912,2017-08-29,Standard Class,Corporate,East,Furniture,Bookcases,163.88,2017,8
CA-2017-159912,2017-08-29,Standard Class,Corporate,East,Office Supplies,Binders,3.49,2017,8
CA-2017-159912,2017-08-29,Standard Class,Corporate,East,Office Supplies,Fasteners,10.58,2017,8
CA-2017-101987,2017-06-24,Standard Class,Consumer,Central,Technology,Phones,440.91,2017,6
US-2018-154851,2018-03-30,Standard Class,Consumer,East,Office Supplies,Binders,5.72,2018,3
CA-2015-138681,2015-12-20,First Class,Consumer,West,Furniture,Furnishings,51.97,2015,12
CA-2015-138681,2015-12-20,First Class,Consumer,West,Technology,Accessories,71.98,2015,12
CA-2015-138681,2015-12-20,First Class,Consumer,West,Furniture,Chairs,242.35,2015,12
CA-2015-138681,2015-12-20,First Class,Consumer,West,Office Supplies,Paper,221.92,2015,12
CA-2015-138681,2015-12-20,First Class,Consumer,West,Office Supplies,Paper,8.45,2015,12
US-2016-138121,2016-12-17,Same Day,Consumer,Central,Office Supplies,Binders,29.52,2016,12
US-2016-138121,2016-12-17,Same Day,Consumer,Central,Furniture,Chairs,302.94,2016,12
US-2016-138121,2016-12-17,Same Day,Consumer,Central,Furniture,Chairs,142.36,2016,12
US-2016-138121,2016-12-17,Same Day,Consumer,Central,Furniture,Chairs,546.66,2016,12
US-2016-138121,2016-12-17,Same Day,Consumer,Central,Furniture,Furnishings,212.13,2016,12
CA-2018-140298,2018-05-11,Standard Class,Home Office,Central,Office Supplies,Art,5.25,2018,5
CA-2018-140298,2018-05-11,Standard Class,Home Office,Central,Office Supplies,Storage,74.42,2018,5
CA-2018-140298,2018-05-11,Standard Class,Home Office,Central,Office Supplies,Paper,6.85,2018,5
CA-2018-140298,2018-05-11,Standard Class,Home Office,Central,Furniture,Furnishings,8.0,2018,5
CA-2017-166240,2017-06-24,Standard Class,Corporate,Central,Office Supplies,Appliances,8.71,2017,6
CA-2017-158435,2017-05-17,First Class,Consumer,East,Office Supplies,Supplies,65.17,2017,5
CA-2017-158435,2017-05-17,First Class,Consumer,East,Office Supplies,Labels,14.62,2017,5
CA-2017-158435,2017-05-17,First Class,Consumer,East,Furniture,Furnishings,173.24,2017,5
CA-2018-138149,2018-06-29,First Class,Consumer,West,Office Supplies,Binders,895.92,2018,6
CA-2018-138149,2018-06-29,First Class,Consumer,West,Office Supplies,Storage,130.71,2018,6
CA-2018-138149,2018-06-29,First Class,Consumer,West,Office Supplies,Art,11.68,2018,6
CA-2018-138149,2018-06-29,First Class,Consumer,West,Technology,Accessories,62.31,2018,6
CA-2015-112403,2015-03-31,Same Day,Consumer,East,Office Supplies,Binders,0.85,2015,3
CA-2015-108273,2015-12-16,Standard Class,Consumer,Central,Office Supplies,Paper,36.29,2015,12
CA-2015-108273,2015-12-16,Standard Class,Consumer,Central,Furniture,Furnishings,56.57,2015,12
CA-2018-121643,2018-05-18,First Class,Consumer,West,Technology,Phones,344.7,2018,5
US-2016-122910,2016-05-12,Standard Class,Consumer,West,Technology,Phones,201.58,2016,5
CA-2018-143126,2018-12-03,Second Class,Home Office,West,Furniture,Tables,521.96,2018,12
CA-2016-129042,2016-12-12,Standard Class,Consumer,East,Office Supplies,Art,8.22,2016,12
CA-2016-109736,2016-10-10,First Class,Corporate,West,Office Supplies,Paper,45.36,2016,10
CA-2016-142601,2016-04-18,Second Class,Home Office,West,Office Supplies,Storage,947.17,2016,4
CA-2016-142601,2016-04-18,Second Class,Home Office,West,Office Supplies,Paper,61.96,2016,4
CA-2015-106229,2015-06-07,Second Class,Consumer,Central,Furniture,Tables,268.94,2015,6
US-2018-135230,2018-09-01,Standard Class,Home Office,West,Office Supplies,Art,7.58,2018,9
CA-2017-159653,2017-05-22,Same Day,Consumer,South,Office Supplies,Labels,14.73,2017,5
CA-2017-131968,2017-11-11,Standard Class,Home Office,South,Office Supplies,Binders,9.89,2017,11
CA-2017-131968,2017-11-11,Standard Class,Home Office,South,Office Supplies,Appliances,671.54,2017,11
CA-2015-119151,2015-11-25,Second Class,Home Office,East,Office Supplies,Storage,1117.92,2015,11
CA-2015-119151,2015-11-25,Second Class,Home Office,East,Furniture,Bookcases,275.95,2015,11
CA-2015-123323,2015-11-07,Standard Class,Consumer,West,Office Supplies,Binders,123.14,2015,11
CA-2017-124681,2017-07-18,Second Class,Consumer,Central,Technology,Accessories,15.58,2017,7
US-2016-103996,2016-03-29,Second Class,Consumer,West,Office Supplies,Paper,212.64,2016,3
US-2016-103996,2016-03-29,Second Class,Consumer,West,Office Supplies,Paper,9.87,2016,3
US-2016-103996,2016-03-29,Second Class,Consumer,West,Technology,Accessories,53.25,2016,3
US-2016-103996,2016-03-29,Second Class,Consumer,West,Furniture,Furnishings,19.92,2016,3
CA-2017-120530,2017-04-07,Standard Class,Corporate,East,Furniture,Chairs,658.75,2017,4
CA-2016-155054,2016-06-13,Standard Class,Home Office,East,Office Supplies,Binders,8.26,2016,6
CA-2016-155054,2016-06-13,Standard Class,Home Office,East,Office Supplies,Binders,29.84,2016,6
CA-2016-155054,2016-06-13,Standard Class,Home Office,East,Technology,Accessories,67.98,2016,6
CA-2016-105725,2016-02-18,Standard Class,Consumer,West,Office Supplies,Labels,61.06,2016,2
CA-2016-105725,2016-02-18,Standard Class,Consumer,West,Furniture,Tables,35.54,2016,2
CA-2018-164364,2018-11-12,Standard Class,Consumer,West,Office Supplies,Labels,9.96,2018,11
CA-2018-164364,2018-11-12,Standard Class,Consumer,West,Office Supplies,Art,9.21,2018,11
CA-2018-164364,2018-11-12,Standard Class,Consumer,West,Office Supplies,Supplies,27.93,2018,11
CA-2018-168123,2018-03-05,Same Day,Consumer,Central,Office Supplies,Fasteners,7.9,2018,3
CA-2018-168123,2018-03-05,Same Day,Consumer,Central,Office Supplies,Storage,221.16,2018,3
CA-2018-168123,2018-03-05,Same Day,Consumer,Central,Office Supplies,Binders,127.96,2018,3
CA-2018-168123,2018-03-05,Same Day,Consumer,Central,Office Supplies,Binders,18.69,2018,3
CA-2017-120005,2017-03-03,Same Day,Corporate,West,Office Supplies,Supplies,25.35,2017,3
CA-2017-120005,2017-03-03,Same Day,Corporate,West,Furniture,Furnishings,35.28,2017,3
CA-2017-123526,2017-12-24,First Class,Corporate,West,Office Supplies,Paper,33.4,2017,12
CA-2017-127649,2017-10-07,First Class,Corporate,West,Technology,Machines,837.6,2017,10
CA-2017-159989,2017-12-09,Standard Class,Consumer,South,Technology,Phones,40.68,2017,12
CA-2018-103499,2018-11-20,Standard Class,Consumer,South,Furniture,Chairs,209.57,2018,11
US-2016-167220,2016-12-12,Standard Class,Consumer,Central,Technology,Accessories,22.37,2016,12
CA-2018-126354,2018-02-03,Standard Class,Consumer,South,Office Supplies,Binders,3.88,2018,2
CA-2018-126354,2018-02-03,Standard Class,Consumer,South,Office Supplies,Paper,115.3,2018,2
CA-2018-169817,2018-09-21,Standard Class,Consumer,East,Office Supplies,Binders,1.91,2018,9
US-2018-144582,2018-04-30,Standard Class,Home Office,Central,Office Supplies,Binders,43.37,2018,4
CA-2015-121573,2015-11-03,Standard Class,Consumer,East,Technology,Phones,783.96,2015,11
CA-2015-121573,2015-11-03,Standard Class,Consumer,East,Office Supplies,Binders,48.9,2015,11
CA-2015-121573,2015-11-03,Standard Class,Consumer,East,Office Supplies,Binders,7.86,2015,11
CA-2017-117660,2017-12-30,Standard Class,Consumer,East,Office Supplies,Labels,5.9,2017,12
CA-2017-117660,2017-12-30,Standard Class,Consumer,East,Office Supplies,Supplies,13.71,2017,12
CA-2015-112851,2015-09-17,Standard Class,Consumer,West,Office Supplies,Envelopes,182.94,2015,9
CA-2018-123701,2018-11-24,First Class,Consumer,West,Office Supplies,Art,27.76,2018,11
CA-2016-118227,2016-04-24,Standard Class,Home Office,East,Office Supplies,Art,25.99,2016,4
CA-2016-123155,2016-03-09,First Class,Corporate,Central,Technology,Accessories,113.52,2016,3
CA-2016-123155,2016-03-09,First Class,Corporate,Central,Technology,Phones,359.88,2016,3
CA-2018-158883,2018-06-02,Same Day,Consumer,South,Office Supplies,Paper,25.34,2018,6
US-2017-114888,2017-09-19,Second Class,Home Office,West,Office Supplies,Binders,11.95,2017,9
US-2017-114888,2017-09-19,Second Class,Home Office,West,Office Supplies,Supplies,6.24,2017,9
US-2015-167262,2015-10-31,Second Class,Consumer,West,Technology,Phones,742.34,2015,10
CA-2018-119746,2018-11-23,Standard Class,Consumer,Central,Furniture,Furnishings,6.46,2018,11
CA-2018-119746,2018-11-23,Standard Class,Consumer,Central,Office Supplies,Labels,11.52,2018,11
CA-2018-119746,2018-11-23,Standard Class,Consumer,Central,Technology,Phones,222.38,2018,11
CA-2018-108091,2018-11-16,Standard Class,Home Office,West,Office Supplies,Art,23.36,2018,11
CA-2017-101630,2017-02-19,Second Class,Corporate,East,Office Supplies,Labels,8.67,2017,2
CA-2017-101630,2017-02-19,Second Class,Corporate,East,Office Supplies,Supplies,25.71,2017,2
CA-2018-132346,2018-11-07,Standard Class,Consumer,East,Office Supplies,Appliances,100.94,2018,11
CA-2015-150301,2015-07-08,First Class,Consumer,East,Furniture,Chairs,63.88,2015,7
CA-2015-159310,2015-11-07,Standard Class,Consumer,Central,Furniture,Chairs,683.14,2015,11
CA-2015-159310,2015-11-07,Standard Class,Consumer,Central,Office Supplies,Binders,1.48,2015,11
CA-2015-159310,2015-11-07,Standard Class,Consumer,Central,Office Supplies,Supplies,40.71,2015,11
US-2018-147984,2018-01-28,Standard Class,Consumer,Central,Office Supplies,Paper,279.9,2018,1
CA-2016-104346,2016-12-11,Standard Class,Consumer,West,Office Supplies,Art,13.12,2016,12
CA-2016-104346,2016-12-11,Standard Class,Consumer,West,Furniture,Bookcases,69.58,2016,12
CA-2016-104346,2016-12-11,Standard Class,Consumer,West,Office Supplies,Art,4.22,2016,12
CA-2016-104346,2016-12-11,Standard Class,Consumer,West,Technology,Accessories,58.08,2016,12
CA-2016-104346,2016-12-11,Standard Class,Consumer,West,Furniture,Furnishings,52.42,2016,12
CA-2016-104346,2016-12-11,Standard Class,Consumer,West,Furniture,Furnishings,54.92,2016,12
CA-2016-104346,2016-12-11,Standard Class,Consumer,West,Furniture,Tables,364.95,2016,12
CA-2016-104346,2016-12-11,Standard Class,Consumer,West,Office Supplies,Paper,85.06,2016,12
CA-2016-104346,2016-12-11,Standard Class,Consumer,West,Office Supplies,Paper,27.7,2016,12
US-2016-141684,2016-06-29,Standard Class,Consumer,East,Office Supplies,Paper,24.96,2016,6
CA-2016-144722,2016-03-16,Standard Class,Corporate,West,Furniture,Furnishings,43.13,2016,3
CA-2016-120516,2016-08-13,Standard Class,Consumer,South,Office Supplies,Binders,5.64,2016,8
US-2017-148901,2017-05-14,Standard Class,Corporate,South,Office Supplies,Binders,57.58,2017,5
US-2017-148901,2017-05-14,Standard Class,Corporate,South,Office Supplies,Paper,31.1,2017,5
US-2017-148901,2017-05-14,Standard Class,Corporate,South,Furniture,Furnishings,30.19,2017,5
US-2017-148901,2017-05-14,Standard Class,Corporate,South,Technology,Phones,43.6,2017,5
US-2017-148901,2017-05-14,Standard Class,Corporate,South,Office Supplies,Art,4.77,2017,5
US-2017-148901,2017-05-14,Standard Class,Corporate,South,Office Supplies,Binders,10.38,2017,5
US-2017-148901,2017-05-14,Standard Class,Corporate,South,Office Supplies,Binders,13.39,2017,5
CA-2018-136364,2018-07-13,Second Class,Consumer,East,Technology,Phones,39.59,2018,7
CA-2018-136364,2018-07-13,Second Class,Consumer,East,Furniture,Furnishings,91.01,2018,7
CA-2016-137708,2016-11-22,Second Class,Consumer,West,Office Supplies,Paper,37.94,2016,11
CA-2016-137708,2016-11-22,Second Class,Consumer,West,Office Supplies,Paper,42.8,2016,11
CA-2016-137708,2016-11-22,Second Class,Consumer,West,Office Supplies,Storage,33.63,2016,11
CA-2015-149055,2015-11-23,Standard Class,Corporate,East,Office Supplies,Envelopes,62.81,2015,11
CA-2016-151589,2016-12-27,First Class,Consumer,Central,Office Supplies,Paper,195.64,2016,12
CA-2016-151589,2016-12-27,First Class,Consumer,Central,Technology,Phones,239.9,2016,12
CA-2017-121370,2017-11-14,Second Class,Consumer,East,Furniture,Chairs,380.06,2017,11
CA-2017-121370,2017-11-14,Second Class,Consumer,East,Technology,Copiers,1199.98,2017,11
CA-2017-121370,2017-11-14,Second Class,Consumer,East,Furniture,Furnishings,48.58,2017,11
CA-2017-111696,2017-05-08,First Class,Consumer,West,Office Supplies,Paper,17.94,2017,5
CA-2015-139598,2015-12-26,Standard Class,Consumer,East,Office Supplies,Paper,18.26,2015,12
CA-2015-139598,2015-12-26,Standard Class,Consumer,East,Office Supplies,Appliances,34.66,2015,12
CA-2015-139598,2015-12-26,Standard Class,Consumer,East,Office Supplies,Appliances,81.55,2015,12
CA-2015-139598,2015-12-26,Standard Class,Consumer,East,Office Supplies,Storage,227.14,2015,12
CA-2018-117436,2018-06-08,Standard Class,Consumer,East,Office Supplies,Binders,10.36,2018,6
